image_id,class,path,split
normal_0000.png,normal,images\normal\normal_0000.png,unassigned
normal_0001.png,normal,images\normal\normal_0001.png,unassigned
normal_0002.png,normal,images\normal\normal_0002.png,unassigned
normal_0003.png,normal,images\normal\normal_0003.png,unassigned
normal_0004.png,normal,images\normal\normal_0004.png,unassigned
normal_0005.png,normal,images\normal\normal_0005.png,unassigned
normal_0006.png,normal,images\normal\normal_0006.png,unassigned
normal_0007.png,normal,images\normal\normal_0007.png,unassigned
normal_0008.png,normal,images\normal\normal_0008.png,unassigned
normal_0009.png,normal,images\normal\normal_0009.png,unassigned
normal_0010.png,normal,images\normal\normal_0010.png,unassigned
normal_0011.png,normal,images\normal\normal_0011.png,unassigned
normal_0012.png,normal,images\normal\normal_0012.png,unassigned
normal_0013.png,normal,images\normal\normal_0013.png,unassigned
normal_0014.png,normal,images\normal\normal_0014.png,unassigned
normal_0015.png,normal,images\normal\normal_0015.png,unassigned
normal_0016.png,normal,images\normal\normal_0016.png,unassigned
normal_0017.png,normal,images\normal\normal_0017.png,unassigned
normal_0018.png,normal,images\normal\normal_0018.png,unassigned
normal_0019.png,normal,images\normal\normal_0019.png,unassigned
normal_0020.png,normal,images\normal\normal_0020.png,unassigned
normal_0021.png,normal,images\normal\normal_0021.png,unassigned
normal_0022.png,normal,images\normal\normal_0022.png,unassigned
normal_0023.png,normal,images\normal\normal_0023.png,unassigned
normal_0024.png,normal,images\normal\normal_0024.png,unassigned
normal_0025.png,normal,images\normal\normal_0025.png,unassigned
normal_0026.png,normal,images\normal\normal_0026.png,unassigned
normal_0027.png,normal,images\normal\normal_0027.png,unassigned
normal_0028.png,normal,images\normal\normal_0028.png,unassigned
normal_0029.png,normal,images\normal\normal_0029.png,unassigned
normal_0030.png,normal,images\normal\normal_0030.png,unassigned
normal_0031.png,normal,images\normal\normal_0031.png,unassigned
normal_0032.png,normal,images\normal\normal_0032.png,unassigned
normal_0033.png,normal,images\normal\normal_0033.png,unassigned
normal_0034.png,normal,images\normal\normal_0034.png,unassigned
normal_0035.png,normal,images\normal\normal_0035.png,unassigned
normal_0036.png,normal,images\normal\normal_0036.png,unassigned
